,loan_installments_bucket_label_enc,loan_tenure_bucket_label_enc,Age_bucket_label_enc,monthly_expenses_bucket_label_enc,annual_income_bucket_label_enc,house_area_bucket_label_enc,sex_label_enc,social_class_label_enc,social_class_label_enc,secondary_business_label_enc,type_of_house_label_enc,loan_purpose_label_enc,social_class_label_enc,social_class_label_enc,city_trgt_label_enc,primary_busn_label_enc
20657,1,0,1,1,4,1,0,3,3,0,2,19,3,3,7,20
25849,0,0,1,1,5,1,0,3,3,0,2,13,3,3,13,20
23089,0,0,1,1,2,1,0,0,0,4,3,21,0,0,11,22
39110,0,0,1,1,3,1,0,1,1,0,3,2,1,1,1,3
26755,1,0,1,1,4,2,0,1,1,0,2,7,1,1,18,20
39937,0,0,1,1,4,2,0,4,4,0,3,9,4,4,14,20
37290,0,0,1,1,4,2,0,3,3,0,3,3,3,3,14,27
18240,0,0,1,1,3,3,0,3,3,0,3,3,3,3,5,32
8960,1,0,1,1,0,0,0,4,4,0,0,5,4,4,11,20
4219,1,0,0,1,1,1,0,1,1,0,2,1,1,1,8,14
7628,0,0,1,1,0,0,0,4,4,0,0,13,4,4,14,26
8405,0,0,1,0,0,0,0,4,4,0,3,14,4,4,10,4
30014,0,0,1,1,4,2,0,1,1,2,1,28,1,1,17,20
32222,0,0,1,1,4,2,0,3,3,0,3,12,3,3,11,20
10731,0,0,1,1,0,0,0,4,4,0,3,1,4,4,11,30
10500,1,0,1,1,0,0,0,4,4,0,2,14,4,4,11,29
23430,0,0,1,1,4,2,0,3,3,2,1,3,3,3,14,27
26643,1,0,1,1,2,1,0,1,1,0,2,3,1,1,11,25
22549,0,0,1,1,3,2,0,3,3,2,3,21,3,3,14,20
8400,0,0,1,0,0,0,0,4,4,0,3,14,4,4,10,29
22573,1,0,1,1,1,1,0,1,1,0,2,35,1,1,11,20
38669,0,0,1,0,4,3,0,3,3,0,3,3,3,3,11,32
6255,0,0,1,1,0,1,0,0,0,0,1,13,0,0,11,26
16612,0,0,1,0,3,3,0,3,3,0,3,3,3,3,5,32
17821,0,0,1,1,4,2,1,2,2,0,1,26,2,2,11,20
4328,0,0,1,0,2,1,0,3,3,0,2,12,3,3,11,20
8510,1,0,1,1,0,0,0,4,4,0,2,3,4,4,11,20
24202,0,0,0,1,3,2,0,3,3,0,3,13,3,3,14,26
19636,0,0,1,0,1,2,0,3,3,0,3,1,3,3,14,14
29799,0,0,1,1,3,2,0,3,3,0,1,14,3,3,14,29
28719,0,0,1,1,1,1,0,1,1,4,1,3,1,1,11,25
33897,0,0,1,1,4,2,0,4,4,2,1,2,4,4,11,6
39194,0,0,1,1,3,1,0,4,4,0,3,21,4,4,1,13
16177,0,0,1,1,4,1,0,1,1,2,3,21,1,1,1,13
21640,0,0,1,1,4,1,0,1,1,0,3,16,1,1,14,20
4083,0,0,1,0,2,1,0,3,3,0,2,3,3,3,11,27
28745,0,0,0,1,4,2,1,3,3,2,2,33,3,3,17,20
6313,1,0,1,1,4,1,0,1,1,0,2,7,1,1,11,20
33152,0,0,1,1,3,1,0,1,1,0,3,2,1,1,1,6
8029,0,0,1,1,0,0,0,4,4,0,3,7,4,4,11,20
6623,1,0,1,1,1,1,0,1,1,0,2,3,1,1,6,23
24492,0,0,1,0,3,1,0,3,3,0,3,2,3,3,1,6
25562,0,0,1,0,3,1,0,3,3,0,3,2,3,3,1,6
31991,0,0,1,1,3,1,0,3,3,0,3,2,3,3,11,6
38755,0,0,1,0,3,3,0,3,3,0,3,3,3,3,11,32
36084,0,0,1,1,4,1,0,3,3,0,1,21,3,3,3,13
34648,0,0,1,1,4,2,0,1,1,0,2,14,1,1,11,20
5540,1,0,1,1,4,1,0,2,2,0,2,3,2,2,11,27
30183,0,0,0,0,2,1,0,2,2,0,3,27,2,2,11,20
14008,1,0,1,1,5,1,0,3,3,0,3,33,3,3,12,20
35611,0,0,1,1,4,2,0,1,1,2,2,21,1,1,17,20
25288,0,0,1,1,3,2,0,1,1,0,3,1,1,1,14,14
1717,0,0,1,1,2,2,0,2,2,0,1,17,2,2,11,15
39401,0,0,1,1,5,1,0,1,1,0,2,3,1,1,3,27
13576,1,0,1,1,1,1,0,1,1,0,1,21,1,1,6,20
23534,0,0,0,0,2,1,0,3,3,4,2,14,3,3,16,20
38670,0,0,1,0,3,3,0,3,3,0,3,3,3,3,5,32
12806,0,0,1,1,0,0,0,4,4,0,2,3,4,4,11,27
18995,1,0,1,1,4,1,0,3,3,0,2,21,3,3,7,13
25160,0,0,1,1,3,2,0,3,3,2,1,1,3,3,9,30
11764,1,0,1,1,0,0,0,4,4,0,1,3,4,4,11,27
29134,1,0,0,1,4,1,0,1,1,0,2,17,1,1,11,2
27564,0,0,1,1,4,1,0,1,1,0,3,12,1,1,3,20
4994,0,0,1,1,0,1,0,3,3,0,2,21,3,3,11,20
428,1,0,1,1,4,1,0,3,3,4,3,4,3,3,9,20
7362,0,0,1,1,3,1,0,1,1,0,1,1,1,1,16,30
11587,0,0,1,1,0,0,0,4,4,0,0,1,4,4,11,30
19642,1,0,1,1,4,1,0,3,3,1,1,1,3,3,9,20
29236,0,0,0,2,2,1,1,1,1,0,1,36,1,1,11,31
36688,0,0,1,1,5,2,0,3,3,0,1,13,3,3,3,9
18649,1,0,1,1,2,1,0,1,1,0,2,17,1,1,18,15
17592,0,0,0,1,3,3,0,3,3,0,3,3,3,3,5,32
35453,0,0,1,1,4,2,0,2,2,0,3,3,2,2,14,27
11573,1,0,0,1,0,0,0,4,4,0,2,3,4,4,11,27
19641,0,0,1,1,2,2,0,0,0,0,3,2,0,0,14,18
35474,0,0,1,1,5,1,0,1,1,0,1,3,1,1,3,20
24234,1,0,1,1,4,1,0,1,1,0,2,3,1,1,11,25
30900,0,0,1,0,3,3,0,3,3,0,3,3,3,3,5,32
22339,1,0,1,1,2,2,0,1,1,0,2,17,1,1,18,15
3117,1,0,1,1,2,1,0,0,0,0,2,21,0,0,11,22
6627,1,0,1,1,1,1,0,1,1,0,2,21,1,1,6,20
2687,1,0,1,1,4,2,0,0,0,0,2,6,0,0,6,20
19713,1,0,1,1,2,2,0,3,3,0,2,17,3,3,18,15
27080,0,0,1,0,4,1,1,1,1,0,1,1,1,1,13,20
11583,0,0,1,1,0,0,0,4,4,0,1,3,4,4,11,27
15847,1,0,1,0,4,1,0,3,3,0,3,14,3,3,12,4
19706,1,0,1,1,2,2,0,1,1,0,2,17,1,1,18,15
7714,0,0,1,1,0,0,0,4,4,0,0,1,4,4,14,20
24851,0,0,1,1,3,3,0,3,3,1,1,2,3,3,9,6
21617,1,0,1,1,2,1,0,0,0,0,2,17,0,0,18,15
26372,0,0,1,1,4,2,0,1,1,2,1,21,1,1,17,20
37853,0,0,1,0,4,3,0,3,3,0,3,3,3,3,11,32
30029,1,0,1,1,4,1,0,0,0,0,2,3,0,0,11,25
19838,0,0,1,1,4,1,0,3,3,0,2,3,3,3,13,27
24653,0,0,0,1,3,3,0,3,3,2,2,21,3,3,9,20
23291,1,0,1,1,1,1,0,1,1,0,2,17,1,1,11,20
25127,0,0,1,1,3,2,0,2,2,0,3,3,2,2,14,27
18258,0,0,1,1,3,3,0,3,3,0,3,1,3,3,5,30
9988,1,0,1,1,0,0,0,4,4,0,3,28,4,4,11,12
38729,0,0,1,0,5,1,0,3,3,0,3,2,3,3,11,6
28411,0,0,0,1,4,2,0,1,1,2,2,21,1,1,17,20
17434,1,0,1,1,2,2,0,0,0,0,2,17,0,0,18,15
30491,0,0,1,1,3,2,0,2,2,0,2,2,2,2,14,6
25314,0,0,1,1,3,2,0,2,2,0,3,1,2,2,14,14
36078,0,0,1,1,3,1,0,3,3,0,3,2,3,3,14,3
21654,0,0,0,1,2,2,1,1,1,0,1,1,1,1,11,20
16971,0,0,1,0,3,2,0,3,3,0,3,14,3,3,12,4
6049,0,0,1,1,3,2,1,2,2,0,2,28,2,2,11,20
3877,1,0,1,1,4,1,0,0,0,0,2,3,0,0,11,27
16195,0,0,1,1,3,1,0,2,2,0,1,3,2,2,13,27
27182,0,0,1,1,5,1,0,2,2,0,2,3,2,2,13,27
29401,1,0,1,1,4,2,0,2,2,0,2,17,2,2,18,15
32797,0,0,1,1,4,2,0,0,0,2,2,17,0,0,17,20
27374,1,0,1,1,1,1,0,1,1,0,1,1,1,1,11,20
30272,0,0,1,1,5,1,0,1,1,0,2,13,1,1,13,20
30548,0,0,1,1,4,2,1,1,1,1,3,14,1,1,11,29
30788,0,0,1,2,5,1,1,3,3,0,3,13,3,3,13,0
6178,0,0,0,0,1,2,0,1,1,1,3,28,1,1,11,20
26562,1,0,1,1,1,1,0,1,1,0,2,7,1,1,6,20
25680,1,0,1,1,1,1,0,1,1,0,2,3,1,1,6,25
23077,1,0,1,1,4,2,0,1,1,0,2,1,1,1,18,20
21111,0,0,0,1,4,2,0,0,0,2,2,1,0,0,17,14
27078,0,0,1,1,4,2,1,1,1,0,2,14,1,1,11,20
5123,0,0,1,1,1,1,0,0,0,4,3,14,0,0,11,20
25446,0,0,1,1,5,1,0,3,3,0,2,13,3,3,13,26
29540,0,0,1,1,4,1,0,1,1,0,3,21,1,1,1,22
13371,1,0,0,2,4,1,0,3,3,2,3,3,3,3,9,27
3658,1,0,1,1,2,1,0,0,0,0,2,17,0,0,11,20
22801,1,0,0,1,1,1,0,1,1,0,1,31,1,1,6,20
19085,1,0,1,1,4,1,0,3,3,1,1,21,3,3,9,13
14171,1,0,1,1,4,1,0,2,2,0,2,2,2,2,7,6
4167,1,0,1,0,1,1,0,0,0,0,2,31,0,0,8,20
35947,0,0,1,1,3,2,1,4,4,0,2,14,4,4,11,4
28397,0,0,1,1,4,1,0,3,3,0,3,1,3,3,3,30
32807,0,0,0,1,4,2,0,0,0,2,1,21,0,0,17,20
31130,0,0,1,1,4,2,0,3,3,0,3,13,3,3,14,26
24195,0,0,1,1,3,3,0,3,3,0,3,28,3,3,5,20
19833,1,0,0,1,1,1,0,1,1,0,1,31,1,1,11,20
16959,0,0,1,1,4,2,0,4,4,0,3,7,4,4,12,20
22533,0,0,1,0,2,3,0,3,3,0,3,3,3,3,5,27
6211,0,0,1,0,1,2,0,1,1,1,3,23,1,1,11,20
10007,1,0,0,1,0,0,0,4,4,0,2,21,4,4,11,13
33595,0,0,1,1,4,1,0,1,1,0,3,14,1,1,14,29
28720,0,0,1,1,1,1,0,0,0,4,1,3,0,0,11,27
7236,0,0,0,1,1,1,0,3,3,0,3,12,3,3,14,20
34327,0,0,1,1,3,1,0,3,3,0,3,2,3,3,1,6
35281,0,0,1,1,3,2,1,0,0,0,3,14,0,0,11,20
17610,0,0,1,1,3,2,0,2,2,0,3,21,2,2,14,20
15648,0,0,1,1,4,2,0,3,3,0,3,14,3,3,12,4
6652,0,0,1,1,4,1,0,4,4,0,1,3,4,4,11,20
36253,0,0,1,1,3,1,0,1,1,0,3,21,1,1,1,13
15009,1,0,1,1,1,1,0,1,1,0,2,14,1,1,11,29
39159,0,0,1,1,3,1,0,1,1,0,3,2,1,1,1,6
10090,1,1,0,0,0,0,0,4,4,0,0,17,4,4,14,19
34020,0,0,1,1,4,1,0,3,3,0,3,2,3,3,3,18
36489,0,0,1,0,3,1,0,1,1,0,3,13,1,1,14,9
6297,1,0,1,1,1,1,0,1,1,0,2,21,1,1,8,20
11784,0,0,1,1,0,0,0,4,4,0,1,28,4,4,11,20
15312,0,0,1,1,5,2,0,3,3,0,1,13,3,3,11,26
5133,0,0,0,1,1,1,0,0,0,4,3,12,0,0,11,20
8331,1,0,0,1,0,0,0,4,4,0,3,10,4,4,11,20
23961,0,0,1,1,1,1,0,3,3,4,3,12,3,3,11,20
20832,0,0,1,0,4,1,0,3,3,0,3,10,3,3,11,20
24301,1,0,1,1,4,2,0,1,1,0,2,17,1,1,18,15
28460,0,0,1,1,4,1,0,3,3,4,2,14,3,3,16,29
18223,1,0,1,1,2,2,0,1,1,0,2,17,1,1,18,15
6965,0,0,1,1,1,1,0,2,2,2,2,21,2,2,11,13
36043,1,1,1,2,4,2,1,4,4,0,1,33,4,4,11,20
32656,0,0,1,1,4,1,0,1,1,4,2,1,1,1,16,14
3717,0,0,1,1,1,1,0,3,3,0,3,1,3,3,11,20
6949,0,0,1,1,2,2,0,0,0,0,2,12,0,0,11,20
14550,0,0,1,1,3,1,0,3,3,0,1,13,3,3,11,9
12183,1,0,1,1,0,0,0,4,4,0,3,16,4,4,11,20
26518,1,0,1,1,1,2,0,0,0,0,1,3,0,0,11,23
35512,1,1,1,1,2,2,0,1,1,1,2,14,1,1,11,29
20774,0,0,1,1,3,1,0,1,1,0,3,10,1,1,1,20
33658,0,0,1,1,5,2,0,1,1,0,3,2,1,1,14,18
36675,0,0,1,1,5,1,0,3,3,0,3,13,3,3,14,9
20084,0,0,1,1,4,2,0,1,1,0,3,21,1,1,1,13
29113,0,0,1,0,2,2,0,1,1,0,3,2,1,1,14,6
14623,1,0,1,1,1,1,0,1,1,0,2,17,1,1,6,10
16621,0,0,1,1,3,2,0,1,1,0,3,21,1,1,11,13
27775,1,0,1,1,2,2,0,1,1,0,2,3,1,1,11,23
34474,0,0,1,1,3,2,0,2,2,0,3,3,2,2,11,20
10702,0,0,1,1,0,0,0,4,4,0,3,28,4,4,11,20
17601,0,0,1,0,3,1,0,2,2,0,3,3,2,2,14,27
33359,0,0,1,1,4,2,0,4,4,0,3,2,4,4,14,3
28222,1,0,1,1,4,2,0,1,1,0,2,17,1,1,18,15
11338,0,0,1,1,0,0,0,4,4,0,3,16,4,4,11,20
17022,0,0,1,1,2,1,0,0,0,0,2,12,0,0,11,20
21062,0,0,1,0,1,2,0,1,1,1,3,14,1,1,14,29
13740,1,0,1,1,1,1,0,1,1,0,2,17,1,1,6,10
15964,1,0,1,1,1,1,0,1,1,0,2,21,1,1,8,22
28007,0,0,1,1,3,2,0,1,1,0,3,14,1,1,14,29
37305,0,0,1,1,5,2,0,1,1,0,3,3,1,1,14,27
19804,1,0,1,1,1,1,0,1,1,0,2,12,1,1,11,20
38737,0,0,1,0,5,1,0,3,3,0,3,2,3,3,11,20
1336,0,0,1,1,3,3,0,1,1,0,3,21,1,1,11,13
11677,0,0,1,0,0,0,0,4,4,0,3,3,4,4,14,27
14060,1,0,1,1,4,1,0,3,3,0,3,14,3,3,12,4
26150,0,0,0,0,3,1,0,1,1,0,3,2,1,1,1,6
36019,0,0,1,1,3,1,0,3,3,0,3,17,3,3,14,16
8583,0,0,0,1,0,0,0,4,4,0,3,17,4,4,11,2
5542,1,0,1,1,4,1,0,0,0,0,2,1,0,0,11,20
14516,0,0,1,2,3,1,0,3,3,0,2,13,3,3,11,9
17382,0,0,1,1,4,1,0,0,0,0,1,3,0,0,11,27
12149,0,0,1,2,0,0,0,4,4,0,2,2,4,4,11,6
18411,0,0,1,1,3,1,0,1,1,2,2,3,1,1,13,27
12978,1,0,1,1,1,1,0,1,1,0,2,3,1,1,11,25
5878,0,0,1,0,3,1,0,3,3,0,3,1,3,3,14,14
11531,0,0,0,1,0,0,0,4,4,0,2,21,4,4,11,20
19339,0,0,0,1,3,2,0,3,3,2,3,2,3,3,1,6
6864,0,0,1,1,2,1,0,1,1,0,3,1,1,1,14,30
32557,0,0,1,0,3,3,1,3,3,0,3,14,3,3,5,29
26855,0,0,1,1,3,1,0,3,3,0,3,2,3,3,14,18
35126,0,0,1,1,4,1,0,0,0,4,2,16,0,0,2,20
27359,0,0,1,1,3,2,0,3,3,0,3,10,3,3,1,20
23791,0,0,1,1,3,1,0,3,3,0,3,21,3,3,11,13
34285,0,0,1,1,4,2,0,2,2,2,2,14,2,2,11,20
20769,0,0,1,1,2,1,0,4,4,0,2,2,4,4,11,20
6097,0,0,1,1,3,1,1,2,2,0,1,21,2,2,11,20
9983,1,0,1,1,0,0,0,4,4,0,3,3,4,4,11,27
2694,1,0,1,1,4,2,0,1,1,0,2,14,1,1,6,20
12232,0,0,1,1,0,0,0,4,4,0,3,12,4,4,11,20
30127,0,0,1,1,3,2,0,1,1,0,2,3,1,1,11,20
16457,0,0,1,1,3,1,0,0,0,0,2,3,0,0,11,20
4220,1,0,1,1,1,1,0,1,1,0,2,1,1,1,8,14
37277,0,0,1,1,4,2,0,0,0,0,2,1,0,0,11,24
27278,1,0,1,1,4,2,0,1,1,0,1,17,1,1,18,15
550,1,0,1,1,5,1,0,2,2,0,3,3,2,2,11,27
9277,0,0,1,1,0,0,0,4,4,0,1,28,4,4,11,20
21375,0,0,1,1,2,1,0,0,0,0,3,13,0,0,11,26
19503,1,0,1,1,2,2,0,2,2,0,2,17,2,2,18,15
35004,0,0,1,1,4,2,1,0,0,2,2,1,0,0,17,14
19388,1,0,1,1,1,1,0,1,1,0,2,21,1,1,8,22
5872,0,0,1,1,1,2,0,3,3,0,3,1,3,3,14,14
36330,0,0,1,1,4,1,0,1,1,0,1,13,1,1,11,9
22472,0,0,1,0,3,2,1,1,1,0,1,1,1,1,11,20
34393,0,0,1,1,4,1,0,3,3,0,3,2,3,3,14,3
22871,0,0,0,1,5,1,0,4,4,0,1,13,4,4,13,26
35447,0,0,1,1,5,2,0,2,2,0,3,21,2,2,14,13
13904,0,0,1,1,1,1,0,1,1,0,3,21,1,1,11,13
27097,0,0,1,1,5,1,0,4,4,0,1,12,4,4,13,20
2315,1,0,1,0,2,1,1,1,1,0,2,28,1,1,11,20
12727,0,0,1,1,0,0,0,4,4,0,2,28,4,4,11,20
14454,0,0,1,1,2,1,0,2,2,0,2,28,2,2,11,20
36346,0,0,1,1,4,1,0,0,0,0,3,13,0,0,11,26
28836,0,0,1,1,4,2,0,3,3,0,3,12,3,3,14,20
10630,0,0,0,1,0,0,0,4,4,0,2,1,4,4,11,20
11091,1,0,1,1,0,0,0,4,4,0,2,21,4,4,11,20
17131,0,0,1,1,3,1,0,1,1,4,3,21,1,1,1,13
12734,0,0,1,1,0,0,0,4,4,0,2,6,4,4,11,20
28679,0,0,1,1,3,2,0,2,2,1,2,14,2,2,11,29
14721,0,0,1,1,2,1,0,3,3,4,2,14,3,3,16,20
31150,0,0,1,1,3,1,0,1,1,0,3,21,1,1,1,13
39593,0,0,1,0,3,3,0,1,1,0,3,3,1,1,11,32
6294,0,0,1,1,2,2,0,0,0,0,1,12,0,0,3,20
32880,0,0,0,1,3,1,0,1,1,0,1,1,1,1,3,14
38308,0,0,0,1,4,1,0,3,3,0,3,3,3,3,14,27
28839,0,0,1,1,4,2,0,3,3,0,3,12,3,3,14,20
10840,1,0,1,1,0,0,0,4,4,0,1,31,4,4,11,20
18652,1,0,1,1,2,1,0,1,1,0,2,17,1,1,18,15
28778,0,0,0,0,3,2,1,3,3,0,3,2,3,3,12,18
9276,0,0,1,0,0,0,0,4,4,0,2,2,4,4,11,18
20624,1,0,1,1,2,1,0,1,1,0,2,10,1,1,18,20
18748,1,0,0,1,1,2,0,1,1,0,2,17,1,1,18,15
39612,0,0,1,1,3,1,0,1,1,0,2,14,1,1,11,20
10434,1,0,1,1,0,0,0,4,4,0,2,17,4,4,6,20
20345,1,0,1,1,1,1,0,1,1,0,2,1,1,1,8,24
30413,0,0,1,0,2,1,0,1,1,0,3,14,1,1,14,29
38440,0,0,1,1,4,2,0,0,0,0,2,1,0,0,11,30
27710,0,0,1,1,1,1,0,0,0,4,1,3,0,0,11,27
28626,1,0,0,1,4,2,0,2,2,0,2,17,2,2,18,15
2012,0,0,1,1,3,1,0,3,3,0,2,14,3,3,10,29
14391,0,0,1,1,2,2,0,2,2,0,1,3,2,2,11,27
22724,0,0,1,1,2,1,0,3,3,0,3,13,3,3,14,26
31666,0,0,1,1,4,1,1,4,4,0,2,1,4,4,11,20
22287,1,0,0,1,1,1,0,1,1,0,1,3,1,1,11,23
1578,1,0,0,1,4,1,0,0,0,0,2,17,0,0,8,15
18872,0,0,1,1,3,3,0,3,3,0,3,21,3,3,11,20
18307,1,0,1,1,2,2,0,0,0,0,1,17,0,0,18,15
39597,0,0,1,1,4,2,0,3,3,0,3,2,3,3,14,6
22865,0,0,1,1,1,1,0,3,3,0,3,13,3,3,13,26
28801,0,0,1,1,4,1,0,3,3,0,3,2,3,3,14,3
24443,0,0,0,1,3,1,0,3,3,0,3,3,3,3,1,27
16948,1,0,0,0,3,2,0,4,4,0,3,3,4,4,12,20
24702,0,0,1,1,3,1,0,3,3,0,3,10,3,3,11,20
34725,0,0,1,1,5,2,0,4,4,2,1,10,4,4,11,20
21892,0,0,1,1,4,1,0,4,4,0,3,12,4,4,13,20
737,0,0,1,1,3,1,1,0,0,0,2,31,0,0,11,20
21323,0,0,1,1,2,1,0,1,1,0,3,13,1,1,13,26
33865,0,0,1,0,4,3,0,3,3,0,3,13,3,3,5,0
3763,1,0,1,1,4,1,0,4,4,0,3,27,4,4,9,20
36850,0,0,1,0,3,1,0,1,1,0,3,27,1,1,1,20
34075,0,0,0,1,3,1,0,3,3,0,2,2,3,3,11,18
33191,0,0,1,0,3,1,0,3,3,0,3,1,3,3,1,14
23963,0,0,1,1,2,1,0,3,3,4,2,1,3,3,11,24
14237,1,0,1,2,4,1,0,3,3,2,3,2,3,3,9,20
20860,0,0,1,1,4,1,0,1,1,0,3,2,1,1,1,6
6320,0,0,1,1,0,2,0,3,3,0,2,13,3,3,14,26
39236,0,0,0,1,4,1,0,1,1,0,2,14,1,1,11,20
13584,0,0,1,1,4,1,0,3,3,0,3,13,3,3,14,26
24968,1,0,1,0,2,1,0,1,1,0,1,15,1,1,6,20
29663,0,0,1,1,5,1,0,3,3,0,2,13,3,3,13,26
13354,0,0,1,1,3,3,0,3,3,1,3,17,3,3,5,15
37597,0,0,1,0,3,3,0,1,1,1,2,12,1,1,16,20
12753,0,0,0,1,0,0,0,4,4,0,0,21,4,4,11,13
4030,1,0,1,1,4,1,0,2,2,0,3,21,2,2,11,13
34958,0,0,1,1,4,2,0,3,3,0,1,1,3,3,3,20
13118,1,0,0,2,4,1,0,3,3,2,3,21,3,3,9,13
33975,0,0,1,0,4,3,0,1,1,0,3,13,1,1,11,26
25302,0,0,1,0,3,2,0,1,1,0,3,2,1,1,11,20
14245,0,0,1,0,3,3,0,3,3,0,3,17,3,3,5,15
5569,0,0,1,1,1,1,0,0,0,4,1,2,0,0,11,18
12909,1,0,0,1,1,1,0,1,1,0,2,15,1,1,6,20
37695,1,1,1,1,3,2,0,1,1,0,2,21,1,1,11,13
39752,0,0,1,1,3,1,0,3,3,0,3,1,3,3,11,14
3430,0,0,1,1,3,1,0,2,2,0,2,9,2,2,10,20
1113,0,0,1,1,3,2,0,1,1,3,1,2,1,1,11,20
13706,1,0,1,1,3,2,1,4,4,0,2,1,4,4,11,20
999,1,0,1,0,0,1,0,0,0,0,3,17,0,0,11,20
15944,1,0,1,0,3,1,0,3,3,0,3,33,3,3,12,20
5790,0,0,1,1,2,1,0,2,2,0,2,3,2,2,14,27
14496,0,0,1,1,4,2,0,1,1,0,2,3,1,1,11,27
33810,0,0,1,0,4,1,0,2,2,0,3,2,2,2,11,3
13742,0,0,1,1,3,3,0,3,3,2,1,14,3,3,11,29
19925,1,0,0,1,2,2,0,0,0,0,2,17,0,0,18,15
5834,0,0,1,1,1,1,0,0,0,4,3,1,0,0,11,30
32642,0,0,1,0,4,3,0,1,1,0,3,28,1,1,11,20
10175,0,0,1,1,0,0,0,4,4,0,2,14,4,4,11,29
30203,0,0,1,1,4,1,0,3,3,0,3,13,3,3,14,26
22357,1,0,1,1,2,1,0,1,1,0,2,7,1,1,6,20
24485,0,0,1,1,3,1,0,3,3,0,3,4,3,3,1,20
11180,0,0,1,1,0,0,0,4,4,0,1,21,4,4,11,20
26485,0,0,1,1,3,2,0,2,2,0,2,3,2,2,11,27
24711,0,0,1,1,3,3,0,3,3,2,1,27,3,3,9,20
1102,0,0,1,1,2,1,0,0,0,1,3,12,0,0,11,20
27602,0,0,1,1,2,2,0,3,3,0,2,2,3,3,14,6
12306,0,0,1,1,0,0,0,4,4,0,2,21,4,4,11,20
13939,0,0,1,1,3,2,0,3,3,0,1,1,3,3,11,14
27432,0,0,1,0,3,2,1,3,3,0,3,12,3,3,12,20
37970,0,0,0,1,4,1,0,3,3,0,3,3,3,3,14,27
4365,0,0,1,1,1,2,0,1,1,0,3,9,1,1,11,20
3854,1,0,1,1,4,1,0,0,0,2,2,1,0,0,11,24
2441,1,0,1,1,5,1,0,4,4,0,2,12,4,4,11,20
37999,0,0,1,0,3,1,0,3,3,0,3,4,3,3,1,20
6002,0,0,1,1,2,1,0,2,2,4,3,12,2,2,14,20
3939,0,0,1,0,1,1,0,1,1,0,3,9,1,1,14,20
13155,1,0,1,1,1,1,0,1,1,0,2,31,1,1,11,20
23829,0,0,1,1,4,2,0,4,4,0,1,3,4,4,11,25
35088,0,0,1,1,3,1,0,3,3,0,3,2,3,3,1,6
39534,1,1,1,0,4,3,0,3,3,0,3,3,3,3,11,32
4313,0,0,1,1,1,2,0,0,0,0,3,2,0,0,11,20
36261,0,0,1,0,4,3,0,3,3,0,3,3,3,3,5,32
17486,0,0,1,1,3,3,0,3,3,0,3,28,3,3,5,20
32489,0,0,1,1,4,2,0,1,1,2,2,1,1,1,17,14
37260,0,0,1,1,3,1,0,0,0,0,2,1,0,0,11,24
37318,0,0,1,1,4,1,0,1,1,0,1,1,1,1,3,30
24709,0,0,1,1,3,1,0,3,3,1,1,2,3,3,9,6
812,0,0,1,1,0,3,0,3,3,0,3,1,3,3,14,30
1834,0,0,1,1,2,2,1,0,0,0,1,1,0,0,11,14
8635,0,0,1,1,0,0,0,4,4,0,3,2,4,4,11,18
8989,0,0,1,1,0,0,0,4,4,0,2,1,4,4,10,20
30849,0,0,1,1,3,1,0,0,0,4,3,3,0,0,11,25
26324,0,0,1,1,4,2,0,1,1,2,1,21,1,1,17,20
5554,0,0,1,1,1,1,0,0,0,4,2,1,0,0,11,20
17308,0,0,1,1,5,1,0,4,4,0,2,1,4,4,13,30
16295,0,0,1,1,3,1,0,3,3,0,3,26,3,3,14,20
29638,0,0,1,1,3,1,0,1,1,0,3,2,1,1,1,6
39926,0,0,1,1,4,2,0,2,2,0,3,1,2,2,14,14
15428,0,0,1,1,5,1,0,2,2,0,2,13,2,2,13,26
6870,0,0,1,1,2,2,0,3,3,0,3,1,3,3,14,14
20779,0,0,1,1,3,1,0,1,1,0,3,10,1,1,1,20
16903,1,0,1,1,1,1,0,1,1,0,2,3,1,1,6,25
12265,0,0,1,1,0,0,0,4,4,0,3,3,4,4,11,27
33103,0,0,1,0,3,1,0,1,1,0,3,21,1,1,1,13
9514,1,0,1,1,0,0,0,4,4,0,3,17,4,4,8,10
2351,1,0,1,1,2,1,0,1,1,0,2,12,1,1,8,20
36808,0,0,1,1,5,1,0,1,1,0,3,27,1,1,14,20
8753,0,0,0,1,0,0,0,4,4,0,3,14,4,4,11,29
28416,1,0,1,1,4,1,0,1,1,0,2,21,1,1,11,22
32262,0,0,1,1,4,2,0,1,1,0,1,1,1,1,11,14
23669,1,0,1,1,4,1,0,1,1,0,2,17,1,1,18,15
14515,0,0,1,1,3,2,0,1,1,1,3,14,1,1,11,4
39760,0,0,1,0,3,3,0,3,3,0,3,28,3,3,11,20
1293,0,0,1,1,2,1,0,1,1,1,3,2,1,1,11,18
14662,1,0,0,1,1,1,0,1,1,0,2,1,1,1,11,14
9330,0,0,1,1,0,0,0,4,4,0,3,25,4,4,14,20
28820,0,0,1,0,2,3,0,3,3,0,3,28,3,3,5,20
965,0,0,0,0,2,2,0,1,1,1,2,28,1,1,11,20
32429,0,0,1,1,3,1,0,1,1,0,1,1,1,1,3,14
10407,0,0,1,1,0,0,0,4,4,0,3,33,4,4,3,20
7711,0,0,1,1,0,0,0,4,4,0,1,12,4,4,14,20
28346,0,0,1,0,3,3,0,3,3,0,3,13,3,3,11,26
