,type,text
2383,ham,pls send comprehensive mail
2384,ham,eye philosophy
2385,ham,u better dun disturb u u wake msg
2386,ham,bit pai u scared dun rem better looking red
2387,ham,u doi baby girl hope u okay time ure phone miss u touch
2388,ham,trying weekend
2389,ham,gibbs hessen
2390,ham,great day
2391,ham,reach home
2392,ham,u r
2393,ham,pattern emerging friend telling drive come smoke telling weed smoke thing hesitant
2394,ham,u find time bus col need sort stuff
2395,ham,come din c yup cut
2396,ham,money issue weigh thanks breathe easier sure dont regret
2397,ham,getting rd ship comp
2398,ham,like throw smoking car awesome
2399,ham,leaving ok lor n u
2400,ham,got msg frm unknown
2401,ham,wonderful song
2402,ham,like actually called
2403,ham,hey morning come
2404,ham,going bath msg
2405,ham,oh forwarded thought send
2406,ham,dad wanted talk apartment got late mw
2407,ham,funny walking citylink u faster come
2408,ham,ok ok
2409,ham,pretty sculpture
2410,ham,going college ill come
2411,ham,say quitting least5times day notice gonna want come canton u tell
2412,ham,oh mr wanna play bos raise
2413,ham,know rule talk earlier week start showing week bend rule tired having argument movie doesnt include getting
2414,ham,billion call text help god
2415,ham,download clear dvd
2416,ham,appointment right
2417,ham,oh like torture watching
2418,ham,hey hey werethe monkeespeople rowdy foundurself objet jen xxx
2419,ham,y bishop tot u
2420,ham,cup don wanna study
2421,ham,like shaking booty dance
2422,ham,er b tell sit come wen u
2423,ham,k send home
2424,ham,feel slowly habit finally follow happy morning happy
2425,ham,shopping mark distract
2426,ham,lol wish stayed bit longer
2427,ham,wishing beautiful moment revealing thing enjoy
2428,ham,mom making big deal regular checked aka pap smear
2429,ham,sent ur email id soon
2430,ham,outside come 2borrow
2431,ham,wanted tell short
2432,ham,available like right hillsborough th
2433,ham,happen tell truth
2434,ham,maybe find
2435,ham,u painting ur
2436,ham,thing antibiotic chest abdomen genre infection bone
2437,ham,miss need want love
2438,ham,started dont pray good idea help guy forward
2439,ham,famous quote develop ability listen unconditionally losing temper self mean
2440,ham,sad story man week wife wish parent forgot n kid went colleague
2441,ham,go day miss love loving hope go
2442,ham,u run come half
2443,ham,u hiding
2444,ham,plan staying night poll til late
2445,ham,message holding
2446,ham,answering phone actually pretty reasonable hour sleepy
2447,ham,sac need carry
2448,ham,come b diff guess
2449,ham,mail update looking edukkukayee rakshak good real
2450,ham,hanging brother family
2451,ham,happy sit na
2452,ham,went fish
2453,ham,thanks enjoy night try
2454,ham,thought slide
2455,ham,hope result consistently intelligent start asking practice link ear open ttl
2456,ham,cause live
2457,ham,come life brought sun warming putting constant smile face making feel loved cared
2458,ham,u dun early u c
2459,ham,plural noun
2460,ham,hav m unable connect
2461,ham,time n smile r crucial thing time make forget smile make forget time gun noon
2462,ham,catch bus frying egg eating left dinner feel love
2463,ham,worry understand important place poorly thought punishment face worst thing happened br gonna kill
2464,ham,k page
2465,ham,sort semiobscure internet thing
2466,ham,current food
2467,ham,want princess
2468,ham,night ended morning come special smile like sunny ray leaf worry blue blue
2469,ham,horrible sch come u got
2470,ham,told marry
2471,ham,walk cousin said walk vic market hotel
2472,ham,change window logo
2473,ham,supposed wake
2474,ham,josh spouse better come
2475,ham,ill evening ill
2476,ham,kind took centre exhaust need ordered n taking fixed tomo
2477,ham,hey late meet
2478,ham,know mood today
2479,ham,daddy good care
2480,ham,sure car tonight
2481,ham,send style
2482,ham,yup ok
2483,ham,internet connection v slow send try later thing
2484,ham,got ur favorite n got favorite ok lar dun wait ur stomach start
2485,ham,cheer calling couldnt talkbut wannatell u detail later wenwecan chat properly x
2486,ham,god good sleep
2487,ham,hey happy
2488,ham,got rub open wound
2489,ham,lol u feeling
2490,ham,text head
2491,ham,wnt buy bmw car vry hv shortage source ang dis pro
2492,ham,dun need use dial jun open da browser n
2493,ham,got class gonna
2494,ham,hall boy asked girl tell starting term dis answer den manage lot hesitation n looking silently said intra ponnungale
2495,ham,treasure moment spend
2496,ham,somebody named tampa
2497,ham,r u coming
2498,ham,tot group lucky havent wat time u need
2499,ham,good fancy drink
2500,ham,finished class
2501,ham,imagine life fast u searching disturb
2502,ham,hope having great new wish
2503,ham,hi msg
2504,ham,said u dun passport smith like u jun send email
2505,ham,u want join sts meeting u
2506,ham,thought tactful way ask alex
2507,ham,dun y u dun like wat u
2508,ham,charge mobile
2509,ham,bca mobile listen listen call
2510,ham,pick drop
2511,ham,tick die loneliness know need
2512,ham,thanks female great
2513,ham,mum wan shun bin watch da glass
2514,ham,hope ur day table booked half let know ur coming
2515,ham,r u saying order slipper co pay returning
2516,ham,kb acc
2517,ham,started sky
2518,ham,thanks lot wish thanks making birthday truly
2519,ham,w button ave forgot
2520,ham,great trip bring light project lucky viola
2521,ham,hey r watching movie tonight pro b home
2522,ham,u know stubborn want kept telling mark weak hospital weak
2523,ham,room number wanna sure knocking right door
2524,ham,yup having coffee free drove
2525,ham,lol add spice
2526,ham,thought king hill thing
2527,ham,want tell bad feel basically time text lately need drug
2528,ham,know need hotel got invitation sweet come english wedding
2529,ham,love come took long leave got word ym happy sad miss
2530,ham,turn friend staying til feel free ahead smoke worth
2531,ham,home chat
2532,ham,mmm thats better got roast b better drink good
2533,ham,lol school closed apparently drive inch snow supposed
2534,ham,u sending home ok ready
2535,ham,whats dont u want sleep
2536,ham,dont gime lip gameboy
2537,ham,usually person unconscious child adult behave
2538,ham,gh long want middle nap
2539,ham,huh cant red page
2540,ham,pls come quick cant bare
2541,ham,jitsu s series lifeboat
2542,ham,sending greeting joy gr8 evening
2543,ham,huh u having dinner outside
2544,ham,jesus trying tell everybody find
2545,ham,way work year hope doesnt bother
2546,ham,soon real thing
2547,ham,hungry buy food good mum n yun dun wan jun buy little
2548,ham,decimal m common car better buy china find holly
2549,ham,reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday ticket want book ticket tackle
2550,ham,pathway enketa maraikara
2551,ham,smith waste wanna
2552,ham,hi good thanks wish u d
2553,ham,worry finished march
2554,ham,tomorrow want got decimal come bus stand
2555,ham,wondering wont hi smiling coping long distance
2556,ham,ready big day
2557,ham,plan time like text detail wee bit
2558,ham,oh thats good night u iam going sleep night night
2559,ham,caught e mrt station
2560,ham,o called band run installing hard use o copy important file system repair
2561,ham,ok thats alan rd edward cricket gime ring ur closely
2562,ham,want barely stay fighting constantly
2563,ham,bruce fowler car park
2564,ham,hope settled new school gr8 day
2565,ham,sorry flawed stuff seriously going
2566,ham,everybody fun miss
2567,ham,came m going plz
2568,ham,smoke time smoked week calling texting wanted smoke
2569,ham,thanks hope good day today
2570,ham,right sorry year
2571,ham,go morning woke dropped cell way stair alright miss
2572,ham,got gas chance gang want grand nature
2573,ham,lmaz know
2574,ham,come nyc audition trying
2575,ham,know clever simple thing year perfect
2576,ham,borrow ur bag
2577,ham,come decimal pm outside il come time
2578,ham,gh resulting eve
2579,ham,happy new year u ur new year bring happiness stability tranquility ur vibrant colourful
2580,ham,yes pm ur office
2581,ham,wen ur free come home tel vkey hav sent mail better come evening il free today
2582,ham,told got
2583,ham,accident workplace ghodbandar traffic move plz slip
2584,ham,acknowledgement astounding actress generally bad demand blood oath fo
2585,ham,skie u wan meet co bishop driving
2586,ham,ok come lunch
2587,ham,thats cool cover face hot sticky cum
2588,ham,inch hope like
2589,ham,confuses doesnt thought friend maybe wrong thing sort invited come co
2590,ham,good phone tomo shall organise
2591,ham,u appointment
2592,ham,ok im sure time finish tomorrow wanna spend evening co love xxx
2593,ham,sweet word left morning go love start
2594,ham,lol need remember eat drinking appreciate keeping company night babe
2595,ham,come room point iron plan weekend
2596,ham,sunny cool
2597,ham,kate jackson rec center
2598,ham,watching listening music eve temple
2599,ham,4u meet carlos gauge interest
2600,ham,love ya try budget money better gary freak knew
2601,ham,class sorry
2602,ham,haha think
2603,ham,issue right ill fix
2604,ham,common hearing r wat r u ur let ask u u smile gun
2605,ham,yar u u dat route
2606,ham,sent lane eckankar detail mail box
2607,ham,xy ur car u picking
2608,ham,ok came home went good time work
2609,ham,watching film
2610,ham,reach home safe n sound
2611,ham,taking italian pretty dress
2612,ham,think saying ok leave need ask come
2613,ham,japanese u indian let finally kerala stop strike
2614,ham,living loving laughing winning took
2615,ham,u fix
2616,ham,handed celebration swing
2617,ham,dear mood cant drive brother drive
2618,ham,dunno co v late n reach inside ate spageddies e goal r laughing
2619,ham,oh painting
2620,ham,beauty life hide thousand wish second wonderful ur gun n8
2621,ham,word checkmate chess come persian phrase shah meat king good
2622,ham,minor hindi place later
2623,ham,u time walk
2624,ham,add care dude away money want
2625,ham,home constant thought hope having nice visit wait till come home
2626,ham,possible dot live century cm fred n think different
2627,ham,fill complete calm
2628,ham,great love giving receiving dodgy style enjoy making love time night
2629,ham,u v ma
2630,ham,near want fal luv th bed false luv th yen nav nammanna pretsovru important gun
2631,ham,dude im longer im aquarium
2632,ham,sent price mean
2633,ham,u buy newspaper
2634,ham,great loxahatchee ma tree burning start hour
2635,ham,o shore taken bus
2636,ham,good hope good called let know able raise said rest available mid short hoping good viola
2637,ham,got sure flavour
2638,ham,don watching film
2639,ham,hi darwin youphone im home youwanna
2640,ham,year toyota carry like mr mileage clean need know sell raise dough soon landing holly
2641,ham,going bed print
2642,ham,u talking
2643,ham,heart mind eye r dream life good night sweet dream
2644,ham,time ur flight
2645,ham,yes ya dot
2646,ham,hey sat going intro plate kickboxing
2647,ham,fact cleaning show know priority constantly want need
2648,ham,like think possibility pub
2649,ham,yes speak friday ratio gorilla
2650,ham,walked right stagwood pas right winterstone left victor address
2651,ham,nah car meant rammed people
2652,ham,receive reference check dlf
2653,ham,gonna pick burger way pain killing
2654,ham,know wesley bet della
2655,ham,u c ex dunno abt haven time u reply y lucky working got bao ur sugardad
2656,ham,said woke
2657,ham,nokia talking
2658,ham,superior telling friday leave department leave way wanted fathom hr conform
2659,ham,ur opening sentence fine jun tt eating n putting special
2660,ham,sir free
2661,ham,news making wait fifth yeah im noodle exeter home
2662,ham,tell friend sure want live smoke spend hour begging come smoke
2663,ham,like v shock co telling shui like telling leon like dat know got ask abt ur reaction
2664,ham,random saw old roommate graduated
2665,ham,funny lor u sha run shorter distance
2666,ham,lol printed forum post guy exact pro fixed gpu hopefully dont ignore
2667,ham,think stern surely
2668,ham,friendship dear o dear u r near hear dont fear live cheer tear u r gun ni8
2669,ham,call treadmill buy sure found ad craigslist selling
2670,ham,wishing great
2671,ham,hey r hope u r del r long time sum time lucy
2672,ham,left said inform person accounting delayed rent discus housing agency renting checking online place usc
2673,ham,today working free u working ur shop
2674,ham,wish right
2675,ham,friday stuffed like pig feel writing pain kind
2676,ham,hurry soup
2677,ham,poll yeah
2678,ham,battery low babe
2679,ham,pain ordination thing
2680,ham,reaching u
2681,ham,house water boat rolled newscast table jazz flute wheel
2682,ham,kochi print
2683,ham,yeah think usual passed hold anybody let know throw
2684,ham,jus finish blowing u finish dinner
2685,ham,set place heart mind easily forgets heart wish happy valentine
2686,ham,wen u miss person definitely special person miss
2687,ham,saw ron burgundy captaining party boat yeah
2688,ham,message great doctor drink apply contains cancer causing age
2689,ham,got list u gonna feeling anti social
2690,ham,help u swoop picking u ur bird r meeting u
2691,ham,er mw im filled truth right
2692,ham,called hoping l8r malaria know miss miss band pls love great
2693,ham,like personal sized
2694,ham,dollar loan pay mid
2695,ham,tell decided let watch mia elliot damn
2696,ham,int come
2697,ham,havent shopping lor jun arrive
2698,ham,gonna soon later
2699,ham,cell m coming u better respond shall come
2700,ham,guess pub im im happy pig clover saying
2701,ham,play day year know good like
2702,ham,im gonna miss u
2703,ham,tot u dun
2704,ham,unnecessarily hostile
2705,ham,ok won b msg u aft come home
2706,ham,wow love soon know barely stand wonder day go love think miss
2707,ham,x2 going
2708,ham,small prestige problem
2709,ham,felt conveying ese
2710,ham,actually decided hungry left
2711,ham,receive account 1hr sorry
2712,ham,hello madam
2713,ham,hour mma flip lid
2714,ham,wait send min
2715,ham,matthew tait edward anderson
2716,ham,like love time hope thats
2717,ham,huh mean computational y like dat push n
2718,ham,good billy mate enjoy
2719,ham,camp going sleep
2720,ham,havent got da topic
2721,ham,maybe message sent
2722,ham,cant tmr haha
2723,ham,friend tyler literally asked dubsack
2724,ham,tonight want wait til tomorrow
2725,ham,available wash robbing night ask nickel plant instead
2726,ham,studying planned shopping concert seen yeah
2727,ham,ok need tell going sleep good night
2728,ham,asked bf
2729,ham,mmmm voodoo good wake word love lion kiss
2730,ham,meant calculation unit school started practicing decided 4years dental school node
2731,ham,big versus hr
2732,ham,yeah imagine unlike doc treat patient like
2733,ham,better quickly bath n settle
2734,ham,sends greeting
2735,ham,save person dorm send account detail money sent
2736,ham,leaving right soon
2737,ham,okay let col know drop card box
2738,ham,team waiting player
2739,ham,told adventure
2740,ham,great stop laughing
2741,ham,fool dont cheat ok
2742,ham,tell special stock talking
2743,ham,u jus ate honey
2744,ham,y u wan c
2745,ham,good night care
2746,ham,father john mandal
2747,ham,sent wife buy tell
2748,ham,prominent bite mark right cheek
2749,ham,ok ur
2750,ham,especially talk boston personal changed realized said say boston
2751,ham,year didnt bad
2752,ham,carlos took leave minute
2753,ham,wot u wanna
2754,ham,said sound gorgeous man kind person need smile brighter
2755,ham,mm yes dear look tagging
2756,ham,nice day went home early feel
2757,ham,yan jiu skip ard cine den mrt blah blah
2758,ham,trying find chinese food place
2759,ham,went fast asleep
2760,ham,second half message
2761,ham,asked money far
2762,ham,lemma know ready
2763,ham,lol oh wont sliding place thanks invite
2764,ham,yo yo yo batch
2765,ham,dunno y u ask
2766,ham,take away money worry
2767,ham,hope work doesnt gr8
2768,ham,mile smile r frm letter u know d smile ur face keep happy mile away good nyt
2769,ham,let good
2770,ham,sorry im getting feel totally rejected kinda
2771,ham,tell car key purse
2772,ham,good hear
2773,ham,fyi place south tampa need deal
2774,ham,think stop like hour looking stock trip
2775,ham,thought bout drink tap spite pub gas st broad st
2776,ham,going shopping co si dun disturb u
2777,ham,meant apology texting drug night
2778,ham,k fyi x ride early tomorrow morning crashing place tonight
2779,ham,hey sexy run told odore hope remember thank sister law meatball love babe
2780,ham,hard express love hurt leave
2781,ham,call home home town
2782,ham,roll beta invest anti aging product
2783,ham,yup msg tat tot group mate co meeting today asking u leaving earlier wat mah co u walk v
2784,ham,u oso boring
2785,ham,da car park
2786,ham,anybody asks abt u tel
2787,ham,eh ur laptop got stock mon mu come look c got
2788,ham,dont understand
2789,ham,tot u reach said
2790,ham,know z care
2791,ham,u self
2792,ham,planning come
2793,ham,hey wondering moment come want send file yahoo connection remember set page download format disc tell know way download big file download stuff directly help prey
2794,ham,good morning
2795,ham,number show coverage urgent asia reach clock plz
2796,ham,gam gone outstanding
2797,ham,hello setting computer filling belly go loverboy miss
2798,ham,having dinner
2799,ham,bothering trust
2800,ham,babe miiiiiiissssssssss need grave goose sad babe love
2801,ham,u finish come n pick
2802,ham,gym love hope ok having good day babe miss
2803,ham,mind tsunami occur rajnikant stopped swimming indian
2804,ham,gram usually run like half eighth smarter get second gram
2805,ham,ola maybe today ve told direct link getting car bid arrange shipping partnership invest money shipping take care b self reliant soon dot worry
2806,ham,u guy invite
2807,ham,free gym
2808,ham,try e shopping area forgot e
2809,ham,n jun buy
2810,ham,pls wont believe
2811,ham,dont watch x men haha
2812,ham,alright gotta change order half8th
2813,ham,tot u outside co darren u come course nice jus went sim lim look mp3
2814,ham,uhhhhrmm isnt having tb test bad youre sick
2815,ham,lk tt den e tt end cine dun wan yogasana oso
2816,ham,sorry gone
2817,ham,able want kid
2818,ham,doi luck win big
2819,ham,key dressed co laying speak later bout time
2820,ham,getting good picked downstream
2821,ham,e took fringe
2822,ham,sen kind advice come
2823,ham,seen pick
2824,ham,sure trying hold
2825,ham,thanks loving rock
2826,ham,yep fine ice
2827,ham,oh ur
2828,ham,wow shocking cant imagine def night u think crash save
2829,ham,ball moving spin difficult
2830,ham,say year old man waiting
2831,ham,miss desperate recorded message left day listen hear sound love
2832,ham,blog blog blog miss bowl
2833,ham,wat abt guy stopped irritating
2834,ham,need strong
2835,ham,necessarily respectful
2836,ham,nt abt
2837,ham,enjoy watching playing football
2838,ham,oh mean o send
2839,ham,abt making pic
2840,ham,come sorting narcotic situation
2841,ham,horrible v
2842,ham,loss gain
2843,ham,ur problem ur fight u u fight ur self win g
2844,ham,gh y u admit u wrong ask u
2845,ham,white judge ore store
2846,ham,guessing gonna
2847,ham,believe actually got wow
2848,ham,eeeeee internet bad eh
2849,ham,lol friendship hanging thread cause u buy
2850,ham,bookedthe time
2851,ham,free alla adi entry nail kitten
2852,ham,thanks picking
2853,ham,went spent evening french guy met town fooled bit let sleep
2854,ham,want come
2855,ham,finally missed cinema trip week
2856,ham,die want u
2857,ham,staff placement training africa
2858,ham,moon come color star musical sm warm peaceful good night
2859,ham,perpetual dd
2860,ham,holly need excuse creep people sarasota
2861,ham,lol starve lose pound end
2862,ham,got called
2863,ham,thank god
2864,ham,guy get dumb realize
2865,ham,hi babe u r likely bed im sorry wanna u tomorrow love xxx
2866,ham,u noe ben
2867,ham,www dat think nice time tonight ill probably txt u later co im lonely
2868,ham,ab staying dad
2869,ham,yun u kg u nu u want specialise
2870,ham,eating going work e mountain deer watch b4
2871,ham,good sleep person establish rhythm body learn want know
2872,ham,sorry wont come driving
2873,ham,long applebees
2874,ham,plan manage
2875,ham,way pick
2876,ham,spring coming early
2877,ham,want sent message thats sorry hurt
2878,ham,ami march na kicchu kraj morte inch force phone ta tul
2879,ham,yeah random dude need change info sheet party study safe
2880,ham,celebrate family
2881,ham,yeah got bath need hair come
2882,ham,yup u coming
2883,ham,misplaced number sending text old wondering heard best got number atlanta friend
2884,ham,released italian today design option
2885,ham,sing think important find female know place preferably citizen smart help navigate thing like choosing phone plan require doubt ask especially
2886,ham,talk greet
2887,ham,issue california snow manageable
2888,ham,yeah lemma know going later
2889,ham,y combine n c
2890,ham,meant middle left
2891,ham,mean got
2892,ham,sitting stop shop parking lot right bowling eye feel like failure want feel like failing
2893,ham,dont know oh
2894,ham,finish meeting
2895,ham,got bud night
2896,ham,free waiting
2897,ham,whats staff taking class
2898,ham,forgot happy babe love
2899,ham,ok change
2900,ham,air u poor u support jia think
2901,ham,mark work get work house meet u
2902,ham,hindu got job birth soft
2903,ham,customer wil cal u
2904,ham,come u got
2905,ham,oh cancel haha
2906,ham,oh got
2907,ham,happen behave like
2908,ham,hey bell need talk royal visit 1st
2909,ham,like people shy
2910,ham,glad find totally disagreeable lol
2911,ham,yup e shop close
2912,ham,want bring inner
2913,ham,u meet free dun wan meet mu b guy
2914,ham,dance river
2915,ham,oh u felt terrible morning think night leave
2916,ham,erutupalam thandiyachu
2917,ham,asking u know ur find
2918,ham,sure available
2919,ham,seeing online shop
2920,ham,inconvenient si
2921,ham,want kappa meet outside mu
2922,ham,dun bluff u sleep early
2923,ham,going babe
2924,ham,true lov n care wil near make mistake valign definitely understand start missing
2925,ham,sent email address income
2926,ham,sorry took mw
2927,ham,wah lucky save
2928,ham,need axis bank account bank
2929,ham,wishing great moi told offer offer easily great length behalf exam touch
2930,ham,gh wanna
2931,ham,high score apply 5years make life
2932,ham,oh disturb
2933,ham,flying monkey wot think certainly friend
2934,ham,happiest find dey best understanding
2935,ham,hey started aha
2936,ham,ne thing good u working started uni
2937,ham,seeing weird stuff wah realising actually reasonable oh
2938,ham,like pink furniture
2939,ham,buy egg
2940,ham,ok enjoy r u
2941,ham,sorry accidentally left phone silent night check til got
2942,ham,getting worried know wonderful caring person like best know u r wonderful love
2943,ham,mean guess gave boston men changed search location cup signing page say
2944,ham,oh wow thats firmware update help
2945,ham,men need cooperative law allows
2946,ham,r giving second chance rahul
2947,ham,dun dun seen lost
2948,ham,chance evaporated soon violated privacy stealing phone number cool contact report
2949,ham,r u meeting da ge site
2950,ham,got minute
2951,ham,buy meat lover u
2952,ham,update face book status frequently
2953,ham,hey love tell look picture acre feel leg want need grave
2954,ham,haha found piece bowl
2955,ham,b approve
2956,ham,tell little spreadsheet track idea smoke determine smoke entire month come
2957,ham,message sent asking pay
2958,ham,ok u shopping u paid
2959,ham,hope alright worry felt bit desperate learned job fake waiting come love
2960,ham,remember friend need
2961,ham,broke list reason town tell sarcastic foggy
2962,ham,chilling super bowl
2963,ham,o played smash bros
2964,ham,jp hungry like
2965,ham,r u cooking
2966,ham,new car house new job
2967,ham,gun care
2968,ham,probably eat think gonna u miss
2969,ham,dont want hear happen
2970,ham,smoking help work difficult time
2971,ham,hi thank
2972,ham,love holiday monday feeling dentist hour
2973,ham,ur casing
2974,ham,piss talking realise u point read
2975,ham,key bit sorting stuff
2976,ham,yes glad
2977,ham,u switch font
2978,ham,mma definitely need stock let know
2979,ham,write job revision kris bin doi n e way u wanna cum
2980,ham,goodmorning today late decimal
2981,ham,make feel better pad worthless garbage novelty item feel bad wanting
2982,ham,slice lol
2983,ham,ur luck love ur fortune love love miracle love person love gun
2984,ham,pick bout time
2985,ham,university southern
2986,ham,vote heart guide
2987,ham,pls speak wont ask
2988,ham,actually time went bed long spoke woke
2989,ham,tell sha college medicine visit academic tell academic secretary current situation ask transfer ask check saga thing vital completes medical education expensive getting citizen rate new
2990,ham,hey mr going sea view having couple gay mean bell ya finish
2991,ham,let know gonna usf
2992,ham,omg snow
2993,ham,skie scared u u dun wan
2994,ham,wanted wish happy new year wanted talk legal advice gary split trip tbo hope good babe love ya
2995,ham,think gonna snow ferry usually melt hit snow
2996,ham,u coming fetch
2997,ham,came think won signing hee
2998,ham,great thinking
2999,ham,hi darwin ive got nice night thanks lift u tomorrow xxx
3000,ham,good going
3001,ham,wat time u finish ur left
3002,ham,yup giving problem jus leave
3003,ham,tell carlos wanted meet got lost answering phone
3004,ham,thinking chennai forgot come
3005,ham,love grace power u endless blessing ur gun ni8
3006,ham,u sleeping going got say online checking n replying mail
3007,ham,gained kg took second blood sugar ok blood pressure normal limit worry
3008,ham,time month mid
3009,ham,bluray player
3010,ham,eh den sat u book e kb lia
3011,ham,ok gonna head usf like minute
3012,ham,want finally lunch
3013,ham,going bath ill place key
3014,ham,good morning rookie lol hope wake u
3015,ham,y said bad dat e goal know wat u
3016,ham,work going small
3017,ham,note come online
3018,ham,assistance customer
3019,ham,tmr timing da wat co got lesson
3020,ham,yar sort funny
3021,ham,performance award calculated current month
3022,ham,mma life lava mma love lot dear
3023,ham,coming home need work
3024,ham,check status right
3025,ham,arch town
3026,ham,dunno lei u decide abt oops tot ben going n msg
3027,ham,dear reached room
3028,ham,den wat e schedule b lk
3029,ham,sound better evening im im sure time finish tomorrow txt
3030,ham,msg racing
3031,ham,sorry missed pls
3032,ham,lot one model bring match
3033,ham,phone jenny college
3034,ham,dunno like dun
3035,ham,want pull case plan spending confidence derek money management
3036,ham,come right ahmad
3037,ham,nice day
3038,ham,roommate want dubsack friend want plan bringing tell know sure
3039,ham,hey want grave miss need love ahmad seed al hallan
3040,ham,sorry da
3041,ham,den weekday got special cant eat cut nail oso mu wait finish driven lunch mu eat
3042,ham,ma head dey swell thanks making day
3043,ham,come want u miserable
3044,ham,true sat pray evening felt
3045,ham,mm way railway
3046,ham,hi today
3047,ham,amazing rearrange letter give dormitory dirty room astronomer moon starter eye election result lie let recount woman hitler plus plus
3048,ham,seeing missed dear gr8
3049,ham,actually got della
3050,ham,try nova
3051,ham,baby yo tho
3052,ham,bring tat cd don forget
3053,ham,im snowboarding wondering planning meet greet kind
3054,ham,jus reached bath si net tell u finish
3055,ham,good love job prospect missing lazy mmm happy filled love
3056,ham,certainly put thing perspective like happens
3057,ham,wat time u
3058,ham,u attend ur driving lesson time wk n
3059,ham,ok msg b4 u
3060,ham,hi kate u ring asap xxx
3061,ham,told hr want posting working
3062,ham,sorry able
3063,ham,jun remembered gotta bath dog
3064,ham,paying attention
3065,ham,send account
3066,ham,coming gonna ok oh yeah work
3067,ham,inside filling know leave
3068,ham,o fps
3069,ham,barred b q store orange dungerees came asked wanted got punch
3070,ham,r meeting
3071,ham,day give reason thank god
3072,ham,yeah confirmed staying weekend
3073,ham,genius pls send number
3074,ham,k eddie art home
3075,ham,av new wil u use
3076,ham,wait ah
3077,ham,let saturday monday
3078,ham,call wont bat 2nd
3079,ham,ok making dinner
3080,ham,honey boo missing
3081,ham,plz calling mobile asks u type disconnect iz attempt use sim card confirmed nokia n motorola n verified cnn
3082,ham,need know outsider
3083,ham,dont sad dear
3084,ham,joined today
3085,ham,waiting tree
3086,ham,movie theatre watch unlimited movie pay
3087,ham,car hour half going crazy
3088,ham,mm mma ask lava come tell play later
3089,ham,generally accountable noun u piece
3090,ham,hope showing jc live dream
3091,ham,yo friend looking pick later tonight
3092,ham,taking derek taylor time leave mouse desk text ready
3093,ham,okay ur price long wen pick y u ave x am xx
3094,ham,call ready bat 2nd inning
3095,ham,guy want come time sooner
3096,ham,carry disturbing
3097,ham,hi dis ligue happy work u
3098,ham,hello site download song urgent pls
3099,ham,thank like
3100,ham,come u lik come tel vkey come getting free
3101,ham,hey going lo lesson
3102,ham,meet library
3103,ham,ok jun
3104,ham,want send sell k easy
3105,ham,dont flatter tell man point margin minute
3106,ham,fun practicing making
3107,ham,lol know awesome click delete right
3108,ham,bringing galileo lobby
3109,ham,miss day parachute double u know
3110,ham,chill sleep pain surgical emergency okay
3111,ham,lol mom fit tell family crazy terrible
3112,ham,prepare pleasure
3113,ham,ur typical
3114,ham,u found feel stupid da v cam
3115,ham,want custom officer discount
3116,ham,know shall speak minute
3117,ham,need advice
3118,ham,check wid correct spelling sarcasm
3119,ham,pay like yr difficult
3120,ham,dont phone silent mode ok
3121,ham,jus tot u ask co u ba went mt fiber yes jus went mah today going jus
3122,ham,hi mom later
3123,ham,ok care
3124,ham,near kalainar tv
3125,ham,exhausted went school
3126,ham,oh gonna google nearby cliff
3127,ham,gonna finish bath
3128,ham,wait hope tonight bad rock going kip good speak
3129,ham,pls school co fee university florida actually pls holly
3130,ham,payment dont want index
3131,ham,honey sweetheart darling sexy run sugar plum loverboy miss gym
3132,ham,pls dont play
3133,ham,work evening sleep unemployed sleep day
3134,ham,worse us half way better complete
3135,ham,k tell
3136,ham,checking miss seeing great month
3137,ham,sana aunt manage weak swap black
3138,ham,hoping enjoyed game sorry touch pls know fondly great viola
3139,ham,dai naval
3140,ham,know hook mean
3141,ham,wondering okay uncle john let know thing nigeria r dollar 2years sent know strain plan pay dime dime expect like
3142,ham,coach smell chip thanks especially duet predictive text
3143,ham,networking job
3144,ham,u hav find ashwini ur
3145,ham,spending lot quality time
3146,ham,sound finger make difficult type
3147,ham,good love sleep wish great day feeling better opportunity thought love
3148,ham,lunch come quickly open
3149,ham,spent year air iraq stable like
3150,ham,pick canton want
3151,ham,battery mr adele aka region
3152,ham,know people hit
3153,ham,yes want wish
3154,ham,gonna stock trying dubsack
3155,ham,monday gist
3156,ham,getting time
3157,ham,u collecting ur laptop going configure da setting
3158,ham,cartoon u pleased shelf
3159,ham,come home time wont trust
3160,ham,angry happen dear
3161,ham,goby art college
3162,ham,looking car gone 4the driving test
3163,ham,u having dinner w
3164,ham,real valentine yo valentine tho u hardly
3165,ham,shall book chez rule half ok
3166,ham,great hear settling happening wit
3167,ham,s able
3168,ham,justbeen week broke brain going
3169,ham,gun chick sleep gun nyt
3170,ham,right think
3171,ham,wish great semester
3172,ham,text phone having problem
3173,ham,omg want weighed lost
3174,ham,id proof wont allow come home day
3175,ham,mag meeting ago
3176,ham,join oni u busy won disturb
3177,ham,co dun rem seeing silver saw black
3178,ham,right ask suitemates
3179,ham,sorry completely forgot pop em round week
3180,ham,text drop x
3181,ham,cost hire hitman
3182,ham,love feel belly wish love shall meet ahmad
3183,ham,u switch ur cell d isnt u
3184,ham,know dat feeling em nther place nther time
3185,ham,u love dont love u u love dont want loved gun
3186,ham,india win level series mean
3187,ham,evening v good somewhat event fill worry head ok throat
3188,ham,uncle informed paying school pls buy
3189,ham,come room come house co house
