,Accident Level,Potential Accident Level,Description,clean_description
219,1,3,"On the surface, in the dining room of employees of the unit, while the collaborator performed the chicken habilitation for lunch using a kitchen knife, it comes into contact with the distal part of the second finger of the left hand causing the injury described . During the accident the employee did not use his specific height gloves for this type of work.",the surface the din room employees the unit while the collaborator perform the chicken rehabilitation for lunch use kitchen knife come into contact with the distal part the second finger the leave hand cause the injury describe during the accident the employee not use his specific height gloves for this type work
220,3,4,"During the maintenance work of the vertical pump (8 "") of zinc concentrate, the three mechanics were performing lifting maneuvers to be able to position the pump to the drawer, instants in which the pump becomes clogged by the reduced space of the work area and in order to release the pump they place a young lady in the lower part, at which time she is released and turns untimely, hitting the middle finger of the injured person's right hand against a 12 ""trellex hose.",during the maintenance work the vertical pump zinc concentrate the three mechanics perform lift manoeuvre able position the pump the drawer instants which the pump become clog the reduce space the work area and order release the pump they place young lady the lower part which time she release and turn untimely hit the middle finger the injure person right hand against trolley hose
221,4,4,"In section 75 in row 12 Cell 36, the worker performs anode lifting to correct short circuit, using the auxiliary hoist and nylon sling, at which time the sling is released from the anode and hits the back of the right hand causing it the injury. Worker is seen in the Medical and transferred to a clinic for external evaluation.",section row cell the worker perform anode lift correct short circuit use the auxiliary hoist and nylon sling which time the sling release from the anode and hit the back the right hand cause the injury worker see the medical and transfer clinic for external evaluation
222,1,2,the check list of the area of ​​the survey the operator slipped in the foliage of the leucenas and fell.,the check list the area the survey the operator slip the foliage the leucenas and fell
223,1,2,By participating in the general DDS held in the outside area of ​​the central locker room the employee was bitten by a bee.,participate the general hold the outside area the central locker room the employee bite bee
224,1,2,"The employee reports that when performing the maintenance activity of pump on the tunnel of the TC-020, as he was pulling out the rotor, struck the piece with the mallet that slipped from his hand. Reaching the lower part of your left leg, causing the injury.",the employee report that when perform the maintenance activity pump the tunnel the pull out the rotor strike the piece with the mallet that slip from his hand reach the lower part your leave leg cause the injury
225,1,4,"When trying to release the pipe (HDP pipe, 50m long and 2 ""diameter) stuck in the support mesh, the master loader and his assistant pull the pipe to release it, when the pipe is released hits the lateral part of the cheekbone and the eyelid worker's right generating the described injury.",when try release the pipe pipe long and diameter stick the support mesh the master loader and his assistant pull the pipe release when the pipe release hit the lateral part the cheekbone and the eyelid worker right generate the describe injury
226,3,4,"In the city of Conchucos, of Ancash, participating in a patronal feast, representing the company, was mounted on a horse as part of the ceremony throwing fruits and toys to the people attending this public event, the noise of the materials pyrotechnics and people trying to collect the gifts caused the horse in front and very close to her horse to be frightened and kicked back hitting the lower limbs.",the city conchucos cash participate patronal feast represent the company mount horse part the ceremony throw fruit and toy the people attend this public event the noise the materials pyrotechnics and people try collect the gift cause the horse front and very close her horse frighten and kick back hit the lower limbs
227,1,2,"employee was removing the strap from a chemical container as it projected toward him reaching his lower lip and anterior chest, the strap was contaminated with caustic soda and caused a 1st degree burn.",employee remove the strap from chemical container project toward him reach his lower lip and anterior chest the strap contaminate with caustic soda and cause degree burn
228,1,1,"When cutting the vegetation to open the bite, using a sickle, the assistant struck the vine twice. When the liana ruptured, the top of the branch projected against the face of the auxiliary causing the cut in the upper lip.",when cut the vegetation open the bite use sickle the assistant strike the vine twice when the diana rupture the top the branch project against the face the auxiliary cause the cut the upper lip
229,1,2,"On September 17, 2016 at approximately 8:35 pm, during the preventive maintenance of the G2142 debarking machine, the bearing assembly is made on the anode cleaning roller; When fitting the bearing in its final position, the staff used a chisel and a 4-pound rope to position the bearing. The worker places his left hand near the head of the chisel and warps, in these circumstances a splinter is embedded in the proximal part of the thumb of the left hand, immediately the collaborator communicates to the supervisor and is evacuated to the Medical for review.",september approximately during the preventive maintenance the debar machine the bear assembly make the anode clean roller when fit the bear its final position the staff use chisel and pound rope position the bear the worker place his leave hand near the head the chisel and warp these circumstances splinter embed the proximal part the thumb the leave hand immediately the collaborator communicate the supervisor and evacuate the medical for review
230,2,4,"Employee reports that he was monitoring the existence of a borehole of a tubing in the thermal recovery boiler of the Ustulation area, through the side window, when he was struck by projection of heated air that reached his face and right forearm.",employee report that monitor the existence borehole tube the thermal recovery boiler the undulation area through the side window when strike projection heat air that reach his face and right forearm
231,1,1,"Collaborator around 9:00 AM, cleaning the leaves of the return well of the 5021 borehole BRAPDD 0183 slipped on the canvas that was on the edge of the well, hitting the right side of the back against the metal structure of the mud-swathed box causing a slight excoriation. The employee was referred to the local hospital, medicated and released for the activities.",collaborator around clean the leave the return well the borehole slip the canvas that the edge the well hit the right side the back against the metal structure the mud swathe box cause slight exhortation the employee refer the local hospital mediate and release for the activities
232,1,2,"The employee was performing maintenance of the blower, when the residual water projection occurred on his face. In an attempt to remove PPE, the injured person has had contact with contaminated gloves with the right eye causing irritation.",the employee perform maintenance the blower when the residual water projection occur his face attempt remove the injure person have have contact with contaminate gloves with the right eye cause irritation
233,1,2,"The lubricating technician Alfredo made the oil filling to the reducer D-100, in which, he notices an oil leak (tearing) between the connection of the hose and the reducer, correcting the leak. Once the work is finished, he goes to the lubricants workshop where he removes the gloves and observes that both hands are affected by contact with the hot surface and goes to the medical center where he was treated.",the lubricate technician alfredo make the oil fill the reducer which notice oil leak tear between the connection the hose and the reducer correct the leak once the work finish the lubricants workshop where remove the gloves and observe that both hand affect contact with the hot surface and the medical center where treat
234,1,3,"During the maintenance of the access, at the moment the assistant places the mini split set in the adapter, the clamp - which was locked - returns to its initial position hitting the collaborator's hand causing the described injury. At the time of the accident the team was in a sustained area, the arm of the jumbo was at a height of 0.80m from the floor and the employee was wearing rubber gloves.",during the maintenance the access the moment the assistant place the mini split set the adapter the clamp which lock return its initial position hit the collaborator hand cause the describe injury the time the accident the team sustain area the arm the jumbo height from the floor and the employee wear rubber gloves
235,2,3,"Employee was preparing rice using a utensil type skimmer to stir inside the pressure cooker when part of the cable broke, reaching its hand causing a blunt cut.",employee prepare rice use utensil type skimmer stir inside the pressure cooker when part the cable break reach its hand cause blunt cut
236,1,4,In circumstances in which the operator of bolter N ° 8 went down the ladder to the height of the resting platform - at 0.80 m. floor level - slips off balance by hitting your back against the handrail of the operator's door. At the time of the event the injured person used all his EPP's.,circumstances which the operator bolter down the ladder the height the rest platform floor level slip off balance hit your back against the handrail the operator door the time the event the injure person use all his
237,1,3,"The technician Operator when heading towards the zone of lifting containers of dust of zinc in the Section 50, uses a space between base of tranquera and sardinel, slipping in the edge and raspándose left side of thorax. He was treated at the medical center with local treatment, returning to his work area.",the technician operator when head towards the zone lift containers dust zinc the section use space between base tanqueray and sardines slip the edge and rasp nose leave side thorax treat the medical center with local treatment return his work area
238,1,2,"At 14: 55h on 27 September, a worker from Confipetrol carried out industrial cleaning of the outside of the acid reduction tank D2055, to check the progress of the helmet mask; moment that hose pipe was released that was secured with pressure clamp (for water and air), impacting lips",september worker from confipetrol carry out industrial clean the outside the acid reduction tank check the progress the helmet mask moment that hose pipe release that secure with pressure clamp for water and air impact lips
239,1,2,"Being 05:30 am. Approximately Marco and Isidro TORRES they were performing the pipe standardization of the CX 771 / CX-983 Nv. 1940; in moments that Marco lifts the air pipe over the spike, this seat and the pipe impacts on the worker's safety guard.",approximately marco and isidore they perform the pipe standardization the moments that marco lift the air pipe over the spike this seat and the pipe impact the worker safety guard
240,1,1,"Being at 11:00 a.m. approximately the mechanic was removing the last bolt of the 6 ""nipple in the pump 4115 (lime feeder), reactive area, the mechanic is positioned slightly flexing the legs and performs upward force with both hands, in that moment feels a pain and a spume in the right thigh. The mechanic is evacuated with the help of his colleagues to the medical post.",approximately the mechanic remove the last bolt the nipple the pump lime feeder reactive area the mechanic position slightly flex the legs and perform upward force with both hand that moment feel pain and spume the right thigh the mechanic evacuate with the help his colleagues the medical post
241,2,3,"Being 10:50 a.m. approximately, in the maintenance workshop of the E.E Unicon, in circumstances that two mechanical technicians placed the protective plate (30 kg.) of the Mixkret 111 fuel tank, At the moment of attempting to bolt this protective plate it slips from the hands of one of them falling directly on the instep of the left foot, causing the injury described.",approximately the maintenance workshop the union circumstances that two mechanical technicians place the protective plate the minaret fuel tank the moment attempt bolt this protective plate slip from the hand one them fall directly the instep the leave foot cause the injury describe
242,1,2,"Being 5:15 a.m. in the N. in the NV 1710 CX 018, the mixkret operator was washing the mixkret 116 with a hose with water under pressure, it is necessary to change the location; from the right side to the left and He proceeds to pull the hose then slips and feels that the left foot bends.",the the the minaret operator wash the minaret with hose with water under pressure necessary change the location from the right side the leave and proceed pull the hose then slip and feel that the leave foot bend
243,1,3,"After carrying out the supply operation of the zinc powder container using the crane to move it, the employee closed the lower lock of this same container and when making the movement to push the lock made an excessive effort with the thumb of the right hand, causing sprain.",after carry out the supply operation the zinc powder container use the crane move the employee close the lower lock this same container and when make the movement push the lock make excessive effort with the thumb the right hand cause sprain
244,1,2,During the withdrawal of cathode sample the employee came to press the finger with the tool that cuts the sample.,during the withdrawal cathode sample the employee come press the finger with the tool that cut the sample
245,1,4,"At the intersection of level 3970 - main road and access to the south ramp, the collaborator, after having freed the tube 2 inches in diameter from the gable, descended holding the pipe on the fourth step of a telescopic aluminum ladder (approximately at 1.20 meters from the floor) at which point another clamping point in the gable is lifted by lifting the tube which pulls the worker causing him to lose balance and fall from a height of 1.20 meters. The described injury occurring.",the intersection level main road and access the south ramp the collaborator after have free the tube inch diameter from the gable descend hold the pipe the fourth step telescopic aluminum ladder approximately meter from the floor which point another clamp point the gable lift lift the tube which pull the worker cause him lose balance and fall from height meter the describe injury occur
246,3,3,"In the probe 5068 bore BAPDD00146, around 15:00 hours, the polling assistant Luciano da Silva performing the maneuver of descending rods, led the rod to the gutter, but this when not leaning suitably came to escape the gutter returning toward the easel. His hand had slipped and his little finger was between the rod and the easel. Realizing that the shaft had returned, he released it. immediately, but his little finger was partially hit by the rim of the rod against the easel resulting in a cut. The auxiliary was taken to hospital and attended to, the wound resulted in 5 points and the was released for administrative activities.",the probe bore around hours the poll assistant luciano silva perform the manoeuvre descend rods lead the rod the gutter but this when not lean suitably come escape the gutter return toward the easel his hand have slip and his little finger between the rod and the easel realize that the shaft have return release immediately but his little finger partially hit the rim the rod against the easel result cut the auxiliary take hospital and attend the wind result point and the release for administrative activities
247,2,2,"At the offices of Incimmet, in circumstances that an environment was being set up to place cleaning materials, a wooden strip was placed between the staircase structure and the container, this strip was not cut to size, so the accident victim He coordinated with his partner to put it under pressure using a hammer while holding with his right hand the frame, this pressure placed strip pushed to that side of the container creating an opening between the corrugated iron and the wall, at that time, continuing to hit the ribbon, This falls causing the wall of the container to return to its initial position, pressing the tip of the little finger of the right hand against the corrugated iron causing the accident.",the offices incimmet circumstances that environment set place clean materials wooden strip place between the staircase structure and the container this strip not cut size the accident victim coordinate with his partner put under pressure use hammer while hold with his right hand the frame this pressure place strip push that side the container create open between the corrugated iron and the wall that time continue hit the ribbon this fall cause the wall the container return its initial position press the tip the little finger the right hand against the corrugated iron cause the accident
248,1,4,"In the area of ​​equipment inspection, while the staff of the Atenuz EE, trying to remove the hydraulic hammer safety locks of the excavator, the mechanical lubricator holds with his right hand a hat-type chisel while the equipment mechanic hit the chisel with a 2-pound rubber bump to remove the safety, at which point one of the blows falls on the edge of the hat-type protector, causing it to slip and strike the fourth finger of the lubricant mechanic's right hand generating the described injury. At the time of the accident, the lubricator mechanic had put on the gloves type pad.",the area equipment inspection while the staff the avenue try remove the hydraulic hammer safety lock the excavator the mechanical lubrication hold with his right hand hat type chisel while the equipment mechanic hit the chisel with pound rubber bump remove the safety which point one the blow fall the edge the hat type protector cause slip and strike the fourth finger the lubricant mechanic right hand generate the describe injury the time the accident the lubrication mechanic have put the gloves type pad
249,3,4,"Being approx. 23:45 hrs. Mr. Eliseo secondary crushing operator, when retiring to his snack, finds the gate of the chute of strip 6 open, and when approaching to close the gate, in that At that moment, the operator Mr. Samuel who was on the upper platform, coordinates with the operator of the control room the start of strip 6-1, at that moment the start-up product projects a particle (10x6x5cm) impacting on the flange of the gate and projecting to towards the height of the lenses and respirator of Mr. Eliseo.",approx hrs elise secondary crush operator when retire his snack find the gate the chute strip open and when approach close the gate that that moment the operator samuel who the upper platform coordinate with the operator the control room the start strip that moment the start product project particle impact the flange the gate and project towards the height the lenses and respirator elise
250,1,3,Employee was doing cleaning near the area of ​​the pneumatic conveyor when he was hit by a drop of sulfuric acid on his upper lip.,employee clean near the area the pneumatic conveyor when hit drop sulphuric acid his upper lip
251,2,2,"Employee assisted in the support of the gate, while the other the tying of the canvas in the frame, and by pressing the rope so that the canvas stretched, the metal structure moved, coming out of the wooden support, falling and striking against the employee's face, causing a cut in the right superciliary.",employee assist the support the gate while the other the tie the canvas the frame and press the rope that the canvas stretch the metal structure move come out the wooden support fall and strike against the employee face cause cut the right superciliary
252,3,4,"In phase I, the operator carried out the removal of inchancanbles of the reciprocating feeder, while removing a split set with the support of a rope, the staff supports the left hand on the structure of the protection against falling, it is at this moment that another split set comes out together with the load and hits on the distal phalanx of the fifth finger of the left hand, generating the described injury.",phase the operator carry out the removal inchancanbles the reciprocate feeder while remove split set with the support rope the staff support the leave hand the structure the protection against fall this moment that another split set come out together with the load and hit the distal phalanx the fifth finger the leave hand generate the describe injury
253,4,4,"In circumstances that the assistant of mine was arranging to advance the hose of flexible nylon of 1 ""of diameter, to proceed with the watered of shot fired, positioning itself under a zone with the support deteriorated by the last blasting, moment in which it gives off a block of rock (25cmx10cmx5cm; 3.5 Kg) of the roof of the work of a height of 5.2 meters which when falling hits by rebound in the left leg of the collaborator causing the described injury.",circumstances that the assistant mine arrange advance the hose flexible nylon diameter proceed with the water shoot fire position itself under zone with the support deteriorate the last blast moment which give off block rock the roof the work height meter which when fall hit rebound the leave leg the collaborator cause the describe injury
254,1,4,"Inside mine during the diamond drilling of a positive 15 ° drill, in moments when the control tube was rescued with the fisherman, the winch cable breaks untimely developing a whiplash effect and impacting on the left hand of the drilling assistant causing the described injury. At the time of the accident the drilling assistant was on the platform at 1.0m from the frame and was using his Hycron-type safety gloves.",inside mine during the diamond drill positive drill moments when the control tube rescue with the fisherman the winch cable break untimely develop whiplash effect and impact the leave hand the drill assistant cause the describe injury the time the accident the drill assistant the platform from the frame and use his byron type safety gloves
255,1,3,"As the employee cleaned the thermal recovery boiler using an air boom, the hose loosened from the pipe connection, drawing a jet of compressed air toward his right ear, causing impact noise.",the employee clean the thermal recovery boiler use air boom the hose loosen from the pipe connection draw jet compress air toward his right ear cause impact noise
256,2,4,"In the activity of loading of explosives in front of level 326 GTS, there was a fall of a Rock fragment reaching right arm of the Blaster causing a cut-blunt.",the activity load explosives front level there fall rock fragment reach right arm the blaster cause cut blunt
257,1,4,"In circumstances that the mechanical technician and his work colleague arranged to accommodate the spare (Rollover) of the Small 02 on the platform of the cart on the floor, the two squat collaborators decide to push one on each side, at which time one edge of the Rollover imprisons the third finger of left hand against the handle of the cart on the right side, causing the wound on the third finger left hand. At the time of the accident both employees used their respective gloves.",circumstances that the mechanical technician and his work colleague arrange accommodate the spare rollover the small the platform the cart the floor the two squat collaborators decide push one each side which time one edge the rollover imprison the third finger leave hand against the handle the cart the right side cause the wind the third finger leave hand the time the accident both employees use their respective gloves
258,3,4,"Once the ore loading in the LT-30 locomotive was completed; the penultimate car derails (7th car), by the presence of fragment of rock in the railway line, (weight of the car with mineral 8 tons), and to get it back on track the mining car, the victim makes use of a metal tube (length 1.20 meters and 4 ""diameter) to maneuver and reposition the mining car; at that moment the metallic tube loses stability and imprisons the victim's hand against the strut of the mining car. The collaborator at the time of the event towards the use of his leather gloves.",once the ore load the locomotive complete the penultimate car derail car the presence fragment rock the railway line weight the car with mineral tons and get back track the mine car the victim make use metal tube length meter and diameter manoeuvre and reposition the mine car that moment the metallic tube lose stability and imprison the victim hand against the strut the mine car the collaborator the time the event towards the use his leather gloves
259,1,4,"At a time when the heavy equipment operator got on the equipment to check the right front headlight (defective) of the scooptram # 181, position on the rim position # 2 his left leg which slides, causing the heavy equipment operator to fall from a height of 0.60 cm",time when the heavy equipment operator get the equipment check the right front headlight defective the scooptram position the rim position his leave leg which slide cause the heavy equipment operator fall from height
260,1,4,"In the Alimak chimney of level 2440, the alimakero driller and his assistant are positioned in the main cage with guard heads and proceed to perform the rock untie at the top of the chimney, it is at this time that the teacher perceives a spark of rock in the top and communicates to the assistant so that this prevented, when falling the rock of 1.0x0.80x0.20 m on the guard heads is fragmented and one of the fragments fall on the chain and rebound rubs the operator's right hand generating the described injury.",the animal chimney level the alimakero driller and his assistant position the main cage with guard head and proceed perform the rock untie the top the chimney this time that the teacher perceive spark rock the top and communicate the assistant that this prevent when fall the rock the guard head fragment and one the fragment fall the chain and rebound rub the operator right hand generate the describe injury
261,4,4,"In the activity of placing boards on racks for the exchange of fabrics of the filters, one of the plates was inclined, trying to put the plate in the correct position, the plate arm pressed the back of the right hand against the structure of the easel",the activity place board rack for the exchange fabrics the filter one the plat incline try put the plate the correct position the plate arm press the back the right hand against the structure the easel
262,4,5,"When observing the pulp overflow of the overflow reception drawer of the thickener, the filter operator approaches to verify the operation of the C7-26 pump, making sure that it was stopped. So press the keypad to start the pump and not getting the start, proceeds to remove the guard and manipulates the motor - pump transmission strips, being left hand imprisoned between the pulley of motor and transmission belt",when observe the pulp overflow the overflow reception drawer the thickened the filter operator approach verify the operation the pump make sure that stop press the keypad start the pump and not get the start proceed remove the guard and manipulate the motor pump transmission strip leave hand imprison between the pulley motor and transmission belt
263,1,4,"Mr. Eriks after having completed the change of guide pole in the conveyor belt 7-1, the collaborator moved to the other side of the belt to remove the tecl, passes under the stairs without getting to observe that in that moment the collaborator Jhon dropped an inchancable of a weight approx. of 15 kg. From the entrance platform to the chute of discharge, at a height of 1.80 meters, the iron grazed him on the forearm, finally hitting his left foot at the height of the instep.",erika after have complete the change guide pole the conveyor belt the collaborator move the other side the belt remove the tell pass under the stairs without get observe that that moment the collaborator john drop inchancable weight approx from the entrance platform the chute discharge height meter the iron graze him the forearm finally hit his leave foot the height the instep
264,1,2,"When igniting the furnace 07 of the battery I, there was reflux of hot gas, reaching the face of the employee.",when ignite the furnace the battery there reflux hot gas reach the face the employee
265,4,4,"Approximately at 02:10 a.m. Mr. Wilmer approaches the C150 drying tower for the placement of a blanket, to cover the entrance manhole of the tower; at that moment the manhole cover resting on the railing slides, impacting on his right leg.",approximately wilder approach the dry tower for the placement blanket cover the entrance manhole the tower that moment the manhole cover rest the rail slide impact his right leg
266,1,2,"Being the 01:30 hrs, After the cathode goes through the pre estriping, the sheets are detached and bend to the cathode of its position, the operator with the assistant lift the cathode by the head to position it in the tranfer at that moment the detached sheet exerts pressure on the cathode hitting the palm of the left hand of the operator with the head and the transfe, activity is paralyzed and the collaborator is referred to the medical post by the head of the guard.",the hrs after the cathode through the pre striping the sheet detach and bend the cathode its position the operator with the assistant lift the cathode the head position the transfer that moment the detach sheet exert pressure the cathode hit the palm the leave hand the operator with the head and the transfer activity paralyse and the collaborator refer the medical post the head the guard
267,3,4,"The workers: César (injured) and Nilton receive the order of their immediate supervisor Román to carry out the assembly activity of a brace (length 4.60 m, approximate weight 50 Kg) of the structure of the Nro belt. 2, said collaborators lift the brace and approach it to the installation point, leaving one end on the ground and the other resting on the corner of the pedestal (approximate height of 40 cm). After carrying out the planning of the work, the injured person lifts the end part that was on the floor to turn and position it for assembly, at that moment the other end falls generating the imprisonment of the fingers of the left hand. Staff is taken to the medical center by the supervisor.",the workers sar injure and milton receive the order their immediate supervisor rom carry out the assembly activity brace length approximate weight the structure the no belt say collaborators lift the brace and approach the installation point leave one end the grind and the other rest the corner the pedestal approximate height after carry out the plan the work the injure person lift the end part that the floor turn and position for assembly that moment the other end fall generate the imprisonment the finger the leave hand staff take the medical center the supervisor
268,1,1,"In the region of Povoado Vista - Martinópole - CE, the employee Fábio de Vieira performed soil collection activities in the field, together with the auxiliaries Manoel da Silva and Diassis do Nascimento, when around 10:00 am, when crossing a fence his glove was attached to the wire and his body projected forward causing a slight twist of the left wrist. The team traveled to the city of Granja and the employee was referred to the hospital for consultation. The doctor did not diagnose a fracture, prescribing remedy for local pain and ice packs. By medical evaluation the employee can carry out his activities normally.",the region povoado vista martin pole the employee bio vieira perform soil collection activities the field together with the auxiliaries manuel silva and chassis nascimento when around when cross fence his glove attach the wire and his body project forward cause slight twist the leave wrist the team travel the city granpa and the employee refer the hospital for consultation the doctor not diagnose fracture prescribe remedy for local pain and ice pack medical evaluation the employee can carry out his activities normally
269,1,4,"The operator when descending by ladder of sailor of 6 steps, falls to the floor going down of the 3er. step, falling on his back and hitting his head. The worker used the chin strap with the helmet, a safety element that reduced the injury from the blow. He was treated at the medical center with local treatment, referred to the Clinic for re-evaluation.",the operator when descend ladder sailor step fall the floor down the step fall his back and hit his head the worker use the chin strap with the helmet safety element that reduce the injury from the blow treat the medical center with local treatment refer the clinic for evaluation
270,1,2,"Being approx. 3:10 a.m. Mr. Denis made the mesh placed in a ventilation plug up a ladder, while trying to do a wire tie, suddenly had an imbalance due to the manipulation of tools falling from the third step, propiciándose a blow in the right knee and a wound of the wrist of the right hand. Later he was evacuated to the post where he received first aid.",approx denis make the mesh place ventilation plug ladder while try wire tie suddenly have imbalance due the manipulation tool fall from the third step tropics nose blow the right knee and wind the wrist the right hand later evacuate the post where receive first aid
271,1,2,The employee reports that upon initiating 615 RLC front loading activity while performing the emulsion preparation for use there was a displacement of a small rock fragment from the ceiling reaching his left forearm,the employee report that upon initiate front load activity while perform the emulsion preparation for use there displacement small rock fragment from the ceiling reach his leave forearm
272,1,1,"in Level 2900 dining room, the collaborator finished washing tabolas (food containers) of dimensions 52 cm x 30 cm x 20 cm, proceed to order them by pinking the thumb of the right hand in the corner of the aluminum tabola, generating the lesion. The employee at the time of the accident did not have safety gloves.",level din room the collaborator finish wash tables food containers dimension proceed order them pink the thumb the right hand the corner the aluminum tabla generate the lesion the employee the time the accident not have safety gloves
273,2,3,"During the exchange of the shock-bearing housing, the employee used a sledgehammer to hit the pipe. At this stage of the activity the hammer hit the stepladder that was very close, coming to (hand tool) to be projected onto the left hand thumb, which was holding the piece.",during the exchange the shock bear house the employee use sledgehammer hit the pipe this stage the activity the hammer hit the stepladder that very close come hand tool project onto the leave hand thumb which hold the piece
274,1,2,"After the welder completed the welding work to reinforce the forms in the deepening, he walked towards the distant truck at about 40 mt, at which point the welder stepped on a fragment of rock of 5 cm x 10cm x 5cm approx. which generates that the foot flexes and generates the injury in the worker.",after the welder complete the weld work reinforce the form the deepen walk towards the distant truck about which point the welder step fragment rock approx which generate that the foot flex and generate the injury the worker
275,1,4,"During the activity of chuteo of ore in hopper OP5; the operator of the locomotive parks his equipment under the hopper to fill the first car, it is at this moment that when it was blowing out to release the load, a mud flow suddenly appears with the presence of rock fragments; the personnel that was in the direction of the flow was covered with mud.",during the activity chute ore hopper the operator the locomotive park his equipment under the hopper fill the first car this moment that when blow out release the load mud flow suddenly appear with the presence rock fragment the personnel that the direction the flow cover with mud
276,1,4,"During the activity of chuteo of ore in hopper OP5; the operator of the locomotive parks his equipment under the hopper to fill the first car, it is at this moment that when it was blowing out to release the load, a mud flow suddenly appears with the presence of rock fragments; the personnel that was in the direction of the flow was covered with mud.",during the activity chute ore hopper the operator the locomotive park his equipment under the hopper fill the first car this moment that when blow out release the load mud flow suddenly appear with the presence rock fragment the personnel that the direction the flow cover with mud
277,1,4,"During the activity of chuteo of ore in hopper OP5; the operator of the locomotive parks his equipment under the hopper to fill the first car, it is at this moment that when it was blowing out to release the load, a mud flow suddenly appears with the presence of rock fragments; the personnel that was in the direction of the flow was covered with mud.",during the activity chute ore hopper the operator the locomotive park his equipment under the hopper fill the first car this moment that when blow out release the load mud flow suddenly appear with the presence rock fragment the personnel that the direction the flow cover with mud
278,1,4,"At times when four mechanics performed the removal of a (1TM) engine on a positive slope using a key and a tyrfor, at the time that the 1st welder tightened the key (12 Kg of weight) when pulling the chain the eyebolt that held the Click on the roof of the work is broken transversely causing the fall of the key hitting the helmet of the welder mechanic causing cervical contracture. The tirfor was used during the activity as a second protection to prevent the engine from falling.",time when four mechanics perform the removal engine positive slope use key and terror the time that the welder tighten the key weight when pull the chain the eyeball that hold the click the roof the work break transversely cause the fall the key hit the helmet the welder mechanic cause cervical contractors the mirror use during the activity second protection prevent the engine from fall
279,1,3,"At times when four employees lowered a metal sheet (1.5mx1.8m; m 80Kg) towards the floor from a height of 20 cm., The assembly assistant does not timely remove the hand, trapping his ring finger between the iron and loose earth causing a contusion on his ring finger. The collaborator at the time of the event to use their maneuver gloves.",time when four employees lower metal sheet towards the floor from height the assembly assistant not timely remove the hand trap his ring finger between the iron and loose earth cause contusion his ring finger the collaborator the time the event use their manoeuvre gloves
280,2,3,"During the withdrawal of the metal form support screw in the Inside of well 2, when the bolt of the chain holder was loosened, the employee and a helper exerted force on the combination wrench, when the bolt came to loosen immediately, pressing the ring finger of the employee's right hand against the support.",during the withdrawal the metal form support screw the inside well when the bolt the chain holder loosen the employee and helper exert force the combination wrench when the bolt come loosen immediately press the ring finger the employee right hand against the support
281,1,2,"At 18:40 hours, in moments when Mr. Claudio tipper operator readjusted the nuts of the rear tire on the right side of his vehicle, using a wheel wrench and a tube as an extension to generate greater force of torque; which was Mr. Wilber held him in his back; suffers a contusion in the palm of the right hand as the extension to his partner slips from his hands.",hours moments when claudio tipper operator readjust the nut the rear tire the right side his vehicle use wheel wrench and tube extension generate greater force torque which wilder hold him his back suffer contusion the palm the right hand the extension his partner slip from his hand
282,1,2,"When entering the caustic soda containment basin to place the hose to make the suction, at this stage there was steam formation, striking the employee in the right and left calf.",when enter the caustic soda containment basin place the hose make the suction this stage there steam formation strike the employee the right and leave calf
283,1,2,"During the activities of revegetation of the slopes of the pit pit II, the employee hitting the sledgehammer on the rods for installation of the lifeline, it hit his right leg, causing a slight excoriation.",during the activities vegetation the slop the pit pit the employee hit the sledgehammer the rods for installation the lifeline hit his right leg cause slight exhortation
284,3,3,"When performing the Doosan RB-10 equipment hammer repair, the employee tries to remove the suspenders with the support of a 25-pound rope; At the moment of receiving the blow the brace or bolt causes a splinter to be released, expelling and impacting on the lower left limb causing metal embedding in it. The collaborator did not notice immediately.",when perform the doohan equipment hammer repair the employee try remove the suspenders with the support pound rope the moment receive the blow the brace bolt cause splinter release expel and impact the lower leave limb cause metal embed the collaborator not notice immediately
285,1,2,"Employee reports that he performed an activity in the area of ​​the Ustulación, under the coordination of Maintenance when he was hit by dust from the ustulado, causing irritation in the eye region.",employee report that perform activity the area the ustulaci under the coordination maintenance when hit dust from the ustulado cause irritation the eye region
286,1,2,"On December 13, the accessories coupling (gun - hose) of the high pressure pump (BAP) was made to clean the demister of the cooling tower G2172. carrying out the complete coupling, they turn on the BAP to start with the start test, at that moment the hose comes off the gun and hits Mr. Emerson who was holding the gun.",december the accessories couple gun hose the high pressure pump make clean the dempster the cool tower carry out the complete couple they turn the start with the start test that moment the hose come off the gun and hit emerson who hold the gun
287,1,3,"Employee reports that when returning the anode to the easel the even bumped into the side of the easel coming to swing and hit his right shoulder, causing bruise.",employee report that when return the anode the easel the even bump into the side the easel come swing and hit his right shoulder cause bruise
288,3,4,"happened?): During the maintenance of the Bolter equipment; the collaborator uses a carpenter's hammer to be able to remove a link in the chain of advance the drilling machine, in moments that hits on the side of the chain, the partner hits the structure of the beam diverting the path of the hammer causing it to strike his left hand.",happen during the maintenance the bolter equipment the collaborator use carpenter hammer able remove link the chain advance the drill machine moments that hit the side the chain the partner hit the structure the beam divert the path the hammer cause strike his leave hand
289,1,2,"The maid while walking in the electrolysis area, stumbled and fell next to the bathroom in room B.",the maid while walk the electrolysis area stumble and fell next the bathroom room
